evidence_id,case_id,recon_result_id,evidence_kind,source_system,source_reference,description,payload_sha256,collected_at
EVID-00501,CASE-0146,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000980axkkkkkkkkk,raw gateway payload for payment pay_000980axkkkkkkkkk,f2998423c3fb7d8e1d8ef96fe03757d5ecb5e802f0d5bb1266dce18bcb82cffa,2025-04-05T00:00:00Z
EVID-00502,CASE-0146,,RATE_CARD,CFG,cfg.rate_cards:RC-CARD-2025,applicable rate card RC-CARD-2025,1bcea65058a6759a002a5283d9a4c2181d179ea3ee659aa3cd2f3d22a2c2cb3e,2025-04-05T00:00:00Z
EVID-00503,CASE-0147,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00153,SETTLEMENT_MISMATCH detected 479.39 by FR-SETTLE-TIMING-001,db896aaecb60b00a396fdc94f03e592187102d9535008d289fd560d97c1c958d,2025-04-05T00:00:00Z
EVID-00504,CASE-0147,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-TIMING-001,rule FR-SETTLE-TIMING-001 evaluated to LEAKAGE,b79283de7eb4efad69416f338e689ba8b43387b257b2380aac57faaf97f63c92,2025-04-05T00:00:00Z
EVID-00505,CASE-0147,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000982axkkkkkkkk,raw gateway payload for payment pay_000982axkkkkkkkk,f0d22be51d070fc72edb2e50882f5621568cacec242ebd1560731550fcb95eb2,2025-04-05T00:00:00Z
EVID-00506,CASE-0148,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00154,FEE_DISCREPANCY detected 2.25 by FR-FEE-EXCESS-001,c50534f4e8ed3fefdc2a75f521b527da1539c84f0b3e8427c59fe147c836fd1b,2025-04-05T00:00:00Z
EVID-00507,CASE-0148,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00508,CASE-0148,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000988axkkkkkkkk,raw gateway payload for payment pay_000988axkkkkkkkk,ffe79d0912677afa70536991d29385ab0070cb663aa24fcb0cda6107221168e0,2025-04-05T00:00:00Z
EVID-00509,CASE-0148,,RATE_CARD,CFG,cfg.rate_cards:RC-CARD-2025,applicable rate card RC-CARD-2025,1bcea65058a6759a002a5283d9a4c2181d179ea3ee659aa3cd2f3d22a2c2cb3e,2025-04-05T00:00:00Z
EVID-00510,CASE-0149,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00155,FEE_DISCREPANCY detected 34.04 by FR-FEE-EXCESS-001,fa331e70fe965fafc9eb39d5fe242fbeedf698888e3025914bda5205e48c994c,2025-04-05T00:00:00Z
EVID-00511,CASE-0149,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00512,CASE-0149,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00156,SETTLEMENT_MISMATCH detected 37.29 by FR-SETTLE-CALC-001,4c41f57b38954b46c0efa47e406ed64dd65b8a4f9eb5254912423d65b36139c8,2025-04-05T00:00:00Z
EVID-00513,CASE-0149,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-CALC-001,rule FR-SETTLE-CALC-001 evaluated to LEAKAGE,92721a1d592e667cfec36d980c4968dd25d2353654d60ceb830b5efa79ba2985,2025-04-05T00:00:00Z
EVID-00514,CASE-0149,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000990axkkkkkk,raw gateway payload for payment pay_000990axkkkkkk,368649d95f917315afe9fafdbe2168067393de16c13e81b1dd6f773475761993,2025-04-05T00:00:00Z
EVID-90001,CASE-9001,RCN-9001,RECON_RESULT,ENGINE,ops.reconciliation_results:RCN-9001,settlement â‚¹9514 vs expected â‚¹9764 â€” variance â‚¹250,hero90001,2026-09-05T05:58:46Z
EVID-90002,CASE-9001,RCN-9001,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-CALC-001,"rule engine: variance exceeds tolerance, class LEAKAGE",hero90002,2026-09-05T05:58:46Z
EVID-90003,CASE-9001,RCN-9001,RAW_PAYLOAD,ENGINE,raw.raw_source_records:payments:pay_hero_9001,raw gateway payload for payment pay_hero_9001,hero90003,2026-09-05T05:58:46Z
EVID-90004,CASE-9001,RCN-9001,BANK_CREDIT,ENGINE,core.bank_transactions:BNK-9001,bank credit â‚¹9514 UTR009001 matches settlement exactly,hero90004,2026-09-05T05:58:46Z
