action_id,case_id,tool_id,action_type,actor,status,risk_level,input_payload,result_payload,external_ref,idempotency_key,approval_id,amount,executed_at
ACT-0206,CASE-0085,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0085"", ""evidence_ids"": [""EVID-00290"", ""EVID-00291"", ""EVID-00292"", ""EVID-00293""]}","{""draft"": {""draft_id"": ""DRF-CASE-0085"", ""case_id"": ""CASE-0085"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-563 \u2014 \u20b96.05"", ""body"": ""Order ORD-563 (payment PAY-0563) was settled \u20b9700.13 against a contractual expectation of \u20b9705.26 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b96.05. Evidence attached: EVID-00290, EVID-00291, EVID-00292, EVID-00293"", ""amount"": ""6.05""}, ""draft_id"": ""DRF-CASE-0085""}",DRF-CASE-0085,CASE-0085:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0207,CASE-0134,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0134"", ""evidence_ids"": [""EVID-00458"", ""EVID-00459"", ""EVID-00460"", ""EVID-00461""]}","{""draft"": {""draft_id"": ""DRF-CASE-0134"", ""case_id"": ""CASE-0134"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-873 \u2014 \u20b95.98"", ""body"": ""Order ORD-873 (payment PAY-0873) was settled \u20b92372.66 against a contractual expectation of \u20b92377.73 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b95.98. Evidence attached: EVID-00458, EVID-00459, EVID-00460, EVID-00461"", ""amount"": ""5.98""}, ""draft_id"": ""DRF-CASE-0134""}",DRF-CASE-0134,CASE-0134:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0208,CASE-0074,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0074"", ""evidence_ids"": [""EVID-00253"", ""EVID-00254"", ""EVID-00255"", ""EVID-00256""]}","{""draft"": {""draft_id"": ""DRF-CASE-0074"", ""case_id"": ""CASE-0074"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-460 \u2014 \u20b95.52"", ""body"": ""Order ORD-460 (payment PAY-0460) was settled \u20b9323.33 against a contractual expectation of \u20b9328.01 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b95.52. Evidence attached: EVID-00253, EVID-00254, EVID-00255, EVID-00256"", ""amount"": ""5.52""}, ""draft_id"": ""DRF-CASE-0074""}",DRF-CASE-0074,CASE-0074:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0209,CASE-0035,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0035"", ""evidence_ids"": [""EVID-00121"", ""EVID-00122"", ""EVID-00123""]}","{""draft"": {""draft_id"": ""DRF-CASE-0035"", ""case_id"": ""CASE-0035"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-168 \u2014 \u20b95.45"", ""body"": ""Order ORD-168 (payment PAY-0168) was settled \u20b9441.31 against a contractual expectation of \u20b9446.76 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b95.45. Evidence attached: EVID-00121, EVID-00122, EVID-00123"", ""amount"": ""5.45""}, ""draft_id"": ""DRF-CASE-0035""}",DRF-CASE-0035,CASE-0035:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0210,CASE-0035,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0035"", ""evidence_ids"": [""EVID-00121"", ""EVID-00122"", ""EVID-00123""]}","{""dispute_id"": ""DIS-CASE-0035"", ""status"": ""SUBMITTED""}",DIS-CASE-0035,CASE-0035:CREATE_DISPUTE,APR-0090,,2025-04-05T00:00:00Z
ACT-0211,CASE-0013,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0013"", ""evidence_ids"": [""EVID-00043"", ""EVID-00044"", ""EVID-00045"", ""EVID-00046""]}","{""draft"": {""draft_id"": ""DRF-CASE-0013"", ""case_id"": ""CASE-0013"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-51 \u2014 \u20b95.38"", ""body"": ""Order ORD-51 (payment PAY-0051) was settled \u20b9343.18 against a contractual expectation of \u20b9347.74 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b95.38. Evidence attached: EVID-00043, EVID-00044, EVID-00045, EVID-00046"", ""amount"": ""5.38""}, ""draft_id"": ""DRF-CASE-0013""}",DRF-CASE-0013,CASE-0013:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0212,CASE-0070,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0070"", ""evidence_ids"": [""EVID-00238"", ""EVID-00239"", ""EVID-00240"", ""EVID-00241""]}","{""draft"": {""draft_id"": ""DRF-CASE-0070"", ""case_id"": ""CASE-0070"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-435 \u2014 \u20b95.38"", ""body"": ""Order ORD-435 (payment PAY-0435) was settled \u20b92125.42 against a contractual expectation of \u20b92129.98 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b95.38. Evidence attached: EVID-00238, EVID-00239, EVID-00240, EVID-00241"", ""amount"": ""5.38""}, ""draft_id"": ""DRF-CASE-0070""}",DRF-CASE-0070,CASE-0070:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0213,CASE-0014,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0014"", ""evidence_ids"": [""EVID-00047"", ""EVID-00048"", ""EVID-00049""]}","{""draft"": {""draft_id"": ""DRF-CASE-0014"", ""case_id"": ""CASE-0014"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-54 \u2014 \u20b95.34"", ""body"": ""Order ORD-54 (payment PAY-0054) was settled \u20b9661.24 against a contractual expectation of \u20b9942.43 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b95.34. Evidence attached: EVID-00047, EVID-00048, EVID-00049"", ""amount"": ""5.34""}, ""draft_id"": ""DRF-CASE-0014""}",DRF-CASE-0014,CASE-0014:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0214,CASE-0014,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0014"", ""evidence_ids"": [""EVID-00047"", ""EVID-00048"", ""EVID-00049""]}","{""dispute_id"": ""DIS-CASE-0014"", ""status"": ""SUBMITTED""}",DIS-CASE-0014,CASE-0014:CREATE_DISPUTE,APR-0091,,2025-04-05T00:00:00Z
ACT-0215,CASE-0126,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0126"", ""evidence_ids"": [""EVID-00432"", ""EVID-00433"", ""EVID-00434"", ""EVID-00435""]}","{""draft"": {""draft_id"": ""DRF-CASE-0126"", ""case_id"": ""CASE-0126"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-834 \u2014 \u20b95.27"", ""body"": ""Order ORD-834 (payment PAY-0834) was settled \u20b93031.27 against a contractual expectation of \u20b93035.74 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b95.27. Evidence attached: EVID-00432, EVID-00433, EVID-00434, EVID-00435"", ""amount"": ""5.27""}, ""draft_id"": ""DRF-CASE-0126""}",DRF-CASE-0126,CASE-0126:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0216,CASE-0008,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0008"", ""evidence_ids"": [""EVID-00025"", ""EVID-00026"", ""EVID-00027"", ""EVID-00028""]}","{""draft"": {""draft_id"": ""DRF-CASE-0008"", ""case_id"": ""CASE-0008"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-35 \u2014 \u20b95.17"", ""body"": ""Order ORD-35 (payment PAY-0035) was settled \u20b9783.01 against a contractual expectation of \u20b91089.49 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b95.17. Evidence attached: EVID-00025, EVID-00026, EVID-00027, EVID-00028"", ""amount"": ""5.17""}, ""draft_id"": ""DRF-CASE-0008""}",DRF-CASE-0008,CASE-0008:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0217,CASE-0071,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0071"", ""evidence_ids"": [""EVID-00242"", ""EVID-00243"", ""EVID-00244"", ""EVID-00245""]}","{""draft"": {""draft_id"": ""DRF-CASE-0071"", ""case_id"": ""CASE-0071"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-437 \u2014 \u20b95.12"", ""body"": ""Order ORD-437 (payment PAY-0437) was settled \u20b92632.72 against a contractual expectation of \u20b92637.06 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b95.12. Evidence attached: EVID-00242, EVID-00243, EVID-00244, EVID-00245"", ""amount"": ""5.12""}, ""draft_id"": ""DRF-CASE-0071""}",DRF-CASE-0071,CASE-0071:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0218,CASE-0057,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0057"", ""evidence_ids"": [""EVID-00194"", ""EVID-00195"", ""EVID-00196"", ""EVID-00197""]}","{""draft"": {""draft_id"": ""DRF-CASE-0057"", ""case_id"": ""CASE-0057"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-304 \u2014 \u20b95.11"", ""body"": ""Order ORD-304 (payment PAY-0304) was settled \u20b9527.4 against a contractual expectation of \u20b9531.73 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b95.11. Evidence attached: EVID-00194, EVID-00195, EVID-00196, EVID-00197"", ""amount"": ""5.11""}, ""draft_id"": ""DRF-CASE-0057""}",DRF-CASE-0057,CASE-0057:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0219,CASE-0135,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0135"", ""evidence_ids"": [""EVID-00462"", ""EVID-00463"", ""EVID-00464""]}","{""draft"": {""draft_id"": ""DRF-CASE-0135"", ""case_id"": ""CASE-0135"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-877 \u2014 \u20b94.47"", ""body"": ""Order ORD-877 (payment PAY-0877) was settled \u20b9597.67 against a contractual expectation of \u20b9821.09 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b94.47. Evidence attached: EVID-00462, EVID-00463, EVID-00464"", ""amount"": ""4.47""}, ""draft_id"": ""DRF-CASE-0135""}",DRF-CASE-0135,CASE-0135:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0220,CASE-0135,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0135"", ""evidence_ids"": [""EVID-00462"", ""EVID-00463"", ""EVID-00464""]}","{""dispute_id"": ""DIS-CASE-0135"", ""status"": ""SUBMITTED""}",DIS-CASE-0135,CASE-0135:CREATE_DISPUTE,APR-0092,,2025-04-05T00:00:00Z
ACT-0221,CASE-0050,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0050"", ""evidence_ids"": [""EVID-00169"", ""EVID-00170"", ""EVID-00171"", ""EVID-00172""]}","{""draft"": {""draft_id"": ""DRF-CASE-0050"", ""case_id"": ""CASE-0050"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-273 \u2014 \u20b94.07"", ""body"": ""Order ORD-273 (payment PAY-0273) was settled \u20b91876.41 against a contractual expectation of \u20b91879.86 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b94.07. Evidence attached: EVID-00169, EVID-00170, EVID-00171, EVID-00172"", ""amount"": ""4.07""}, ""draft_id"": ""DRF-CASE-0050""}",DRF-CASE-0050,CASE-0050:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0222,CASE-0138,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0138"", ""evidence_ids"": [""EVID-00472"", ""EVID-00473"", ""EVID-00474"", ""EVID-00475""]}","{""draft"": {""draft_id"": ""DRF-CASE-0138"", ""case_id"": ""CASE-0138"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-902 \u2014 \u20b93.94"", ""body"": ""Order ORD-902 (payment PAY-0902) was settled \u20b9825.96 against a contractual expectation of \u20b9829.9 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b93.94. Evidence attached: EVID-00472, EVID-00473, EVID-00474, EVID-00475"", ""amount"": ""3.94""}, ""draft_id"": ""DRF-CASE-0138""}",DRF-CASE-0138,CASE-0138:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0223,CASE-0012,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0012"", ""evidence_ids"": [""EVID-00039"", ""EVID-00040"", ""EVID-00041"", ""EVID-00042""]}","{""draft"": {""draft_id"": ""DRF-CASE-0012"", ""case_id"": ""CASE-0012"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-50 \u2014 \u20b93.93"", ""body"": ""Order ORD-50 (payment PAY-0050) was settled \u20b9823.89 against a contractual expectation of \u20b9827.82 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b93.93. Evidence attached: EVID-00039, EVID-00040, EVID-00041, EVID-00042"", ""amount"": ""3.93""}, ""draft_id"": ""DRF-CASE-0012""}",DRF-CASE-0012,CASE-0012:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0224,CASE-0006,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0006"", ""evidence_ids"": [""EVID-00019"", ""EVID-00020"", ""EVID-00021""]}","{""draft"": {""draft_id"": ""DRF-CASE-0006"", ""case_id"": ""CASE-0006"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-17 \u2014 \u20b93.57"", ""body"": ""Order ORD-17 (payment PAY-0017) was settled \u20b9206.34 against a contractual expectation of \u20b9384.83 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b93.57. Evidence attached: EVID-00019, EVID-00020, EVID-00021"", ""amount"": ""3.57""}, ""draft_id"": ""DRF-CASE-0006""}",DRF-CASE-0006,CASE-0006:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0225,CASE-0006,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0006"", ""evidence_ids"": [""EVID-00019"", ""EVID-00020"", ""EVID-00021""]}","{""dispute_id"": ""DIS-CASE-0006"", ""status"": ""SUBMITTED""}",DIS-CASE-0006,CASE-0006:CREATE_DISPUTE,APR-0093,,2025-04-05T00:00:00Z
ACT-0226,CASE-0100,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0100"", ""evidence_ids"": [""EVID-00342"", ""EVID-00343"", ""EVID-00344"", ""EVID-00345""]}","{""draft"": {""draft_id"": ""DRF-CASE-0100"", ""case_id"": ""CASE-0100"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-667 \u2014 \u20b93.32"", ""body"": ""Order ORD-667 (payment PAY-0667) was settled \u20b91338.56 against a contractual expectation of \u20b91341.37 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b93.32. Evidence attached: EVID-00342, EVID-00343, EVID-00344, EVID-00345"", ""amount"": ""3.32""}, ""draft_id"": ""DRF-CASE-0100""}",DRF-CASE-0100,CASE-0100:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0227,CASE-0072,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0072"", ""evidence_ids"": [""EVID-00246"", ""EVID-00247"", ""EVID-00248"", ""EVID-00249""]}","{""draft"": {""draft_id"": ""DRF-CASE-0072"", ""case_id"": ""CASE-0072"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-438 \u2014 \u20b93.18"", ""body"": ""Order ORD-438 (payment PAY-0438) was settled \u20b9289.24 against a contractual expectation of \u20b9291.94 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b93.18. Evidence attached: EVID-00246, EVID-00247, EVID-00248, EVID-00249"", ""amount"": ""3.18""}, ""draft_id"": ""DRF-CASE-0072""}",DRF-CASE-0072,CASE-0072:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0228,CASE-0023,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0023"", ""evidence_ids"": [""EVID-00077"", ""EVID-00078"", ""EVID-00079"", ""EVID-00080""]}","{""draft"": {""draft_id"": ""DRF-CASE-0023"", ""case_id"": ""CASE-0023"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-91 \u2014 \u20b93.1"", ""body"": ""Order ORD-91 (payment PAY-0091) was settled \u20b92026.99 against a contractual expectation of \u20b92029.62 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b93.1. Evidence attached: EVID-00077, EVID-00078, EVID-00079, EVID-00080"", ""amount"": ""3.1""}, ""draft_id"": ""DRF-CASE-0023""}",DRF-CASE-0023,CASE-0023:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0229,CASE-0018,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0018"", ""evidence_ids"": [""EVID-00060"", ""EVID-00061"", ""EVID-00062"", ""EVID-00063""]}","{""draft"": {""draft_id"": ""DRF-CASE-0018"", ""case_id"": ""CASE-0018"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-74 \u2014 \u20b92.65"", ""body"": ""Order ORD-74 (payment PAY-0074) was settled \u20b91723.82 against a contractual expectation of \u20b91726.07 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b92.65. Evidence attached: EVID-00060, EVID-00061, EVID-00062, EVID-00063"", ""amount"": ""2.65""}, ""draft_id"": ""DRF-CASE-0018""}",DRF-CASE-0018,CASE-0018:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0230,CASE-0109,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0109"", ""evidence_ids"": [""EVID-00370"", ""EVID-00371"", ""EVID-00372"", ""EVID-00373""]}","{""draft"": {""draft_id"": ""DRF-CASE-0109"", ""case_id"": ""CASE-0109"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-711 \u2014 \u20b92.64"", ""body"": ""Order ORD-711 (payment PAY-0711) was settled \u20b91422.29 against a contractual expectation of \u20b91424.53 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b92.64. Evidence attached: EVID-00370, EVID-00371, EVID-00372, EVID-00373"", ""amount"": ""2.64""}, ""draft_id"": ""DRF-CASE-0109""}",DRF-CASE-0109,CASE-0109:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0231,CASE-0133,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0133"", ""evidence_ids"": [""EVID-00455"", ""EVID-00456"", ""EVID-00457""]}","{""draft"": {""draft_id"": ""DRF-CASE-0133"", ""case_id"": ""CASE-0133"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-872 \u2014 \u20b92.43"", ""body"": ""Order ORD-872 (payment PAY-0872) was settled \u20b9170.43 against a contractual expectation of \u20b9291.94 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b92.43. Evidence attached: EVID-00455, EVID-00456, EVID-00457"", ""amount"": ""2.43""}, ""draft_id"": ""DRF-CASE-0133""}",DRF-CASE-0133,CASE-0133:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0232,CASE-0133,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0133"", ""evidence_ids"": [""EVID-00455"", ""EVID-00456"", ""EVID-00457""]}","{""dispute_id"": ""DIS-CASE-0133"", ""status"": ""SUBMITTED""}",DIS-CASE-0133,CASE-0133:CREATE_DISPUTE,APR-0094,,2025-04-05T00:00:00Z
ACT-0233,CASE-0010,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0010"", ""evidence_ids"": [""EVID-00032"", ""EVID-00033"", ""EVID-00034"", ""EVID-00035""]}","{""draft"": {""draft_id"": ""DRF-CASE-0010"", ""case_id"": ""CASE-0010"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-41 \u2014 \u20b92.28"", ""body"": ""Order ORD-41 (payment PAY-0041) was settled \u20b91180.13 against a contractual expectation of \u20b91830.08 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b92.28. Evidence attached: EVID-00032, EVID-00033, EVID-00034, EVID-00035"", ""amount"": ""2.28""}, ""draft_id"": ""DRF-CASE-0010""}",DRF-CASE-0010,CASE-0010:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0234,CASE-0148,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0148"", ""evidence_ids"": [""EVID-00506"", ""EVID-00507"", ""EVID-00508"", ""EVID-00509""]}","{""draft"": {""draft_id"": ""DRF-CASE-0148"", ""case_id"": ""CASE-0148"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-988 \u2014 \u20b92.25"", ""body"": ""Order ORD-988 (payment PAY-0988) was settled \u20b9327.25 against a contractual expectation of \u20b9329.15 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b92.25. Evidence attached: EVID-00506, EVID-00507, EVID-00508, EVID-00509"", ""amount"": ""2.25""}, ""draft_id"": ""DRF-CASE-0148""}",DRF-CASE-0148,CASE-0148:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0235,CASE-0045,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0045"", ""evidence_ids"": [""EVID-00153"", ""EVID-00154"", ""EVID-00155"", ""EVID-00156""]}","{""draft"": {""draft_id"": ""DRF-CASE-0045"", ""case_id"": ""CASE-0045"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-219 \u2014 \u20b92.17"", ""body"": ""Order ORD-219 (payment PAY-0219) was settled \u20b91006.0 against a contractual expectation of \u20b91007.84 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b92.17. Evidence attached: EVID-00153, EVID-00154, EVID-00155, EVID-00156"", ""amount"": ""2.17""}, ""draft_id"": ""DRF-CASE-0045""}",DRF-CASE-0045,CASE-0045:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0236,CASE-0049,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0049"", ""evidence_ids"": [""EVID-00166"", ""EVID-00167"", ""EVID-00168""]}","{""draft"": {""draft_id"": ""DRF-CASE-0049"", ""case_id"": ""CASE-0049"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-269 \u2014 \u20b92.1"", ""body"": ""Order ORD-269 (payment PAY-0269) was settled \u20b9227.44 against a contractual expectation of \u20b9332.66 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b92.1. Evidence attached: EVID-00166, EVID-00167, EVID-00168"", ""amount"": ""2.1""}, ""draft_id"": ""DRF-CASE-0049""}",DRF-CASE-0049,CASE-0049:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0237,CASE-0049,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0049"", ""evidence_ids"": [""EVID-00166"", ""EVID-00167"", ""EVID-00168""]}","{""dispute_id"": ""DIS-CASE-0049"", ""status"": ""SUBMITTED""}",DIS-CASE-0049,CASE-0049:CREATE_DISPUTE,APR-0095,,2025-04-05T00:00:00Z
ACT-0238,CASE-0028,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0028"", ""evidence_ids"": [""EVID-00096"", ""EVID-00097"", ""EVID-00098""]}","{""draft"": {""draft_id"": ""DRF-CASE-0028"", ""case_id"": ""CASE-0028"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-137 \u2014 \u20b92.08"", ""body"": ""Order ORD-137 (payment PAY-0137) was settled \u20b9201.3 against a contractual expectation of \u20b9305.2 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b92.08. Evidence attached: EVID-00096, EVID-00097, EVID-00098"", ""amount"": ""2.08""}, ""draft_id"": ""DRF-CASE-0028""}",DRF-CASE-0028,CASE-0028:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0239,CASE-0028,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0028"", ""evidence_ids"": [""EVID-00096"", ""EVID-00097"", ""EVID-00098""]}","{""dispute_id"": ""DIS-CASE-0028"", ""status"": ""SUBMITTED""}",DIS-CASE-0028,CASE-0028:CREATE_DISPUTE,APR-0096,,2025-04-05T00:00:00Z
ACT-0240,CASE-0118,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0118"", ""evidence_ids"": [""EVID-00404"", ""EVID-00405"", ""EVID-00406"", ""EVID-00407""]}","{""draft"": {""draft_id"": ""DRF-CASE-0118"", ""case_id"": ""CASE-0118"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-781 \u2014 \u20b91.77"", ""body"": ""Order ORD-781 (payment PAY-0781) was settled \u20b91170.14 against a contractual expectation of \u20b91171.64 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b91.77. Evidence attached: EVID-00404, EVID-00405, EVID-00406, EVID-00407"", ""amount"": ""1.77""}, ""draft_id"": ""DRF-CASE-0118""}",DRF-CASE-0118,CASE-0118:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
